,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2 Power Consumption,Zone 3 Power Consumption
9865,3/10/2017 12:10,62,72.9,0,720.0,52.93,33996.25532,21468.29268,16316.12903
9866,3/10/2017 12:20,63,66.56,0,730.0,52.94,33885.95745,21442.68293,16333.54839
9867,3/10/2017 12:30,64,63.89,0,738.0,55.51,33493.78723,21439.02439,16182.58065
9868,3/10/2017 12:40,65,61.98,0,746.0,52.64,32930.04255,21212.19512,16345.16129
9869,3/10/2017 12:50,65,60.65,0,754.0,50.16,32672.68085,21032.92683,16182.58065
9870,3/10/2017 13:00,66,58.61,0,759.0,47.18,32611.40426,20714.63415,16078.06452
9871,3/10/2017 13:10,66,55.81,0,762.0,45.6,32905.53191,20681.70732,16182.58065
9872,3/10/2017 13:20,67,51.8,0,761.0,45.88,33481.53191,20992.68293,16292.90323
9873,3/10/2017 13:30,68,48.06,0,761.0,45.02,33971.74468,20963.41463,16368.3871
9874,3/10/2017 13:40,68,48.03,0,758.0,44.8,33775.65957,20747.56098,16037.41935
9875,3/10/2017 13:50,69,48.77,0,753.0,44.33,33591.82979,20659.7561,15967.74194
9876,3/10/2017 14:00,69,47.3,0,747.0,46.27,33432.51064,20795.12195,15956.12903
9877,3/10/2017 14:10,69,46.09,0,741.0,42.51,33346.7234,20831.70732,15880.64516
9878,3/10/2017 14:20,70,44.89,0,732.0,41.46,33175.14894,20630.4878,15648.3871
9879,3/10/2017 14:30,70,44.49,0,722.0,41.04,32991.31915,20348.78049,15596.12903
9880,3/10/2017 14:40,70,45.33,0,710.0,40.21,32856.51064,20535.36585,15625.16129
9881,3/10/2017 14:50,70,44.63,0,695.9,39.63,32550.12766,20769.5122,15538.06452
9882,3/10/2017 15:00,71,44.56,0,680.0,38.93,32390.80851,20626.82927,15509.03226
9883,3/10/2017 15:10,71,43.83,0,662.4,38.74,32256.0,20465.85366,15555.48387
9884,3/10/2017 15:20,71,41.82,0,644.5,37.82,32072.17021,20414.63415,15201.29032
9885,3/10/2017 15:30,71,39.75,0,624.2,38.58,32133.44681,20447.56098,15172.25806
9886,3/10/2017 15:40,71,43.02,0,603.7,48.02,31912.85106,20312.19512,15125.80645
9887,3/10/2017 15:50,71,43.19,0,582.3,86.5,31643.23404,20400.0,15143.22581
9888,3/10/2017 16:00,71,39.19,0,559.2,233.0,31471.65957,20231.70732,15061.93548
9889,3/10/2017 16:10,71,39.52,0,533.5,424.8,31226.55319,20242.68293,15021.29032
9890,3/10/2017 16:20,71,40.19,0,504.8,521.6,31238.80851,20019.5122,14910.96774
9891,3/10/2017 16:30,71,42.79,0,477.3,521.2,31275.57447,19843.90244,14992.25806
9892,3/10/2017 16:40,70,44.73,0,448.4,495.6,31312.34043,19514.63415,14789.03226
9893,3/10/2017 16:50,70,44.63,0,418.7,464.4,31177.53191,19448.78049,14812.25806
9894,3/10/2017 17:00,70,46.09,0,385.9,429.1,30687.31915,19020.73171,14818.06452
9895,3/10/2017 17:10,69,46.9,0,353.1,394.0,30711.82979,18940.2439,14887.74194
9896,3/10/2017 17:20,69,48.33,0,320.8,359.2,30760.85106,18943.90244,14887.74194
9897,3/10/2017 17:30,69,48.7,0,287.7,323.1,31054.97872,18954.87805,14829.67742
9898,3/10/2017 17:40,68,50.5,0,254.9,287.9,31140.76596,19273.17073,15120.0
9899,3/10/2017 17:50,68,51.0,0,222.1,252.2,31422.6383,19386.58537,15642.58065
9900,3/10/2017 18:00,68,51.03,0,190.0,217.1,32059.91489,19869.5122,16600.64516
9901,3/10/2017 18:10,68,51.1,0,158.9,182.6,33297.70213,20469.5122,17878.06452
9902,3/10/2017 18:20,68,51.97,0,128.9,148.8,35442.38298,21439.02439,20537.41935
9903,3/10/2017 18:30,67,54.27,0,100.0,115.6,39118.97872,23476.82927,22796.12903
9904,3/10/2017 18:40,67,56.61,0,74.7,86.4,41484.25532,25042.68293,23690.32258
9905,3/10/2017 18:50,66,57.68,0,51.23,60.01,42709.78723,25854.87805,24706.45161
9906,3/10/2017 19:00,66,57.71,0,28.82,33.01,42881.3617,26121.95122,25107.09677
9907,3/10/2017 19:10,66,57.28,0,10.59,10.01,43040.68085,26330.4878,25258.06452
9908,3/10/2017 19:20,65,56.54,0,4.859,4.586,43028.42553,26169.5122,25426.45161
9909,3/10/2017 19:30,64,56.94,0,1.551,1.494,42734.29787,25993.90244,25043.22581
9910,3/10/2017 19:40,64,56.28,0,0.285,0.23,42452.42553,25873.17073,25101.29032
9911,3/10/2017 19:50,64,56.38,0,0.066,0.1,42207.31915,25620.73171,25008.3871
9912,3/10/2017 20:00,63,58.11,0,0.051,0.108,42121.53191,25510.97561,25112.90323
9913,3/10/2017 20:10,63,58.61,0,0.066,0.119,42905.87234,25851.21951,25722.58065
9914,3/10/2017 20:20,62,61.62,0,0.062,0.096,43285.78723,25924.39024,25763.22581
9915,3/10/2017 20:30,63,61.58,0,0.018,0.082,43175.48936,25763.41463,25774.83871
9916,3/10/2017 20:40,64,58.27,0,0.062,0.108,42893.61702,25328.04878,25780.64516
9917,3/10/2017 20:50,64,54.17,0,0.044,0.111,42918.12766,25232.92683,25827.09677
9918,3/10/2017 21:00,64,52.0,0,0.066,0.111,42476.93617,24910.97561,25618.06452
9919,3/10/2017 21:10,64,52.67,0,0.091,0.104,42170.55319,24867.07317,25438.06452
9920,3/10/2017 21:20,63,54.24,0,0.066,0.119,41741.61702,24519.5122,25391.6129
9921,3/10/2017 21:30,62,56.67,0,0.055,0.093,41410.7234,24175.60976,25049.03226
9922,3/10/2017 21:40,61,59.44,0,0.029,0.096,41043.06383,23707.31707,25072.25806
9923,3/10/2017 21:50,61,59.44,0,0.066,0.108,40675.40426,23458.53659,24909.67742
9924,3/10/2017 22:00,61,60.58,0,0.051,0.137,40062.6383,23228.04878,24480.0
9925,3/10/2017 22:10,61,62.25,0,0.029,0.096,39400.85106,22800.0,24201.29032
9926,3/10/2017 22:20,60,63.95,0,0.048,0.111,38873.87234,22650.0,23922.58065
9927,3/10/2017 22:30,60,64.92,0,0.04,0.115,38040.51064,22101.21951,23434.83871
9928,3/10/2017 22:40,60,66.38,0,0.051,0.067,37476.76596,21567.07317,22947.09677
9929,3/10/2017 22:50,60,66.12,0,0.029,0.126,36582.12766,21417.07317,22552.25806
9930,3/10/2017 23:00,59,67.02,0,0.055,0.119,35515.91489,20809.7561,21954.19355
9931,3/10/2017 23:10,58,67.96,0,0.059,0.1,34854.12766,20451.21951,21675.48387
9932,3/10/2017 23:20,58,68.66,0,0.037,0.141,33824.68085,19752.43902,21036.77419
9933,3/10/2017 23:30,57,69.99,0,0.048,0.119,32819.74468,19485.36585,20427.09677
9934,3/10/2017 23:40,57,71.3,0,0.026,0.111,31900.59574,18900.0,19805.80645
9935,3/10/2017 23:50,57,71.7,0,0.037,0.13,31275.57447,18160.97561,18940.64516
9936,3/11/2017 0:00,57,71.4,0,0.048,0.082,30099.06383,17465.85366,18400.64516
9937,3/11/2017 0:10,56,71.4,0,0.026,0.145,29265.70213,17162.19512,18121.93548
9938,3/11/2017 0:20,56,72.7,0,0.018,0.115,28898.04255,16587.80488,17756.12903
9939,3/11/2017 0:30,55,73.1,0,0.044,0.115,28052.42553,16057.31707,17239.35484
9940,3/11/2017 0:40,55,72.9,0,0.033,0.13,27402.89362,15735.36585,17181.29032
9941,3/11/2017 0:50,55,72.0,0,0.044,0.115,27010.7234,15545.12195,16920.0
9942,3/11/2017 1:00,55,72.0,0,0.033,0.111,25491.06383,15168.29268,16734.19355
9943,3/11/2017 1:10,55,71.9,0,0.04,0.085,24424.85106,14857.31707,16467.09677
9944,3/11/2017 1:20,55,72.0,0,0.037,0.122,24020.42553,14513.41463,16165.16129
9945,3/11/2017 1:30,55,71.9,0,0.055,0.074,25111.14894,13993.90244,15874.83871
9946,3/11/2017 1:40,55,72.4,0,0.029,0.096,24939.57447,13679.26829,15642.58065
9947,3/11/2017 1:50,54,73.5,0,0.022,0.096,24718.97872,13800.0,15497.41935
9948,3/11/2017 2:00,54,73.7,1,0.015,0.137,24547.40426,13514.63415,15317.41935
9949,3/11/2017 2:10,54,73.7,3,0.026,0.122,24008.17021,13079.26829,15398.70968
9950,3/11/2017 2:20,54,73.4,3,0.029,0.096,23763.06383,13039.02439,15183.87097
9951,3/11/2017 2:30,53,73.3,3,0.037,0.111,23616.0,12845.12195,14887.74194
9952,3/11/2017 2:40,54,72.7,3,0.037,0.13,23468.93617,12815.85366,14841.29032
9953,3/11/2017 2:50,55,71.1,3,0.029,0.115,23370.89362,12669.5122,14783.22581
9954,3/11/2017 3:00,55,69.46,3,0.044,0.126,23468.93617,12673.17073,14597.41935
9955,3/11/2017 3:10,55,69.39,3,0.029,0.119,23285.10638,12548.78049,14510.32258
9956,3/11/2017 3:20,55,70.9,3,0.015,0.089,23101.2766,12647.56098,14550.96774
9957,3/11/2017 3:30,55,71.3,3,0.04,0.111,23138.04255,12497.56098,14469.67742
9958,3/11/2017 3:40,56,69.63,3,0.033,0.093,22745.87234,12310.97561,14365.16129
9959,3/11/2017 3:50,54,69.46,3,0.037,0.13,22586.55319,12274.39024,14324.51613
9960,3/11/2017 4:00,53,72.0,3,0.044,0.13,22954.21277,12501.21951,14434.83871
9961,3/11/2017 4:10,53,73.7,3,0.04,0.104,22807.14894,12358.53659,14429.03226
9962,3/11/2017 4:20,53,72.7,3,0.033,0.122,22807.14894,12358.53659,14492.90323
9963,3/11/2017 4:30,53,72.6,3,0.048,0.148,23064.51064,12442.68293,14521.93548
9964,3/11/2017 4:40,52,74.2,3,0.033,0.126,23113.53191,12526.82927,14417.41935
9965,3/11/2017 4:50,52,75.8,3,0.04,0.159,23248.34043,12651.21951,14678.70968
9966,3/11/2017 5:00,52,75.7,3,0.033,0.1,23677.2766,12958.53659,15172.25806
9967,3/11/2017 5:10,52,74.8,3,0.04,0.141,24706.7234,13540.2439,15509.03226
9968,3/11/2017 5:20,53,73.9,3,0.044,0.122,24510.6383,13331.70732,15288.3871
9969,3/11/2017 5:30,52,73.6,3,0.033,0.141,24081.70213,13265.85366,14963.22581
9970,3/11/2017 5:40,53,73.5,3,0.026,0.122,23787.57447,13060.97561,14910.96774
9971,3/11/2017 5:50,53,72.6,3,0.055,0.119,23824.34043,12925.60976,14847.09677
9972,3/11/2017 6:00,54,70.7,3,0.037,0.137,23064.51064,12435.36585,14550.96774
9973,3/11/2017 6:10,54,70.9,3,0.033,0.159,22353.70213,11882.92683,14092.25806
9974,3/11/2017 6:20,53,71.9,3,0.018,0.185,21201.70213,11685.36585,13122.58065
9975,3/11/2017 6:30,53,72.1,3,0.026,0.148,20405.10638,11260.97561,12048.3871
9976,3/11/2017 6:40,53,72.3,3,0.059,0.13,20429.61702,11217.07317,11514.19355
9977,3/11/2017 6:50,52,72.1,3,0.037,0.133,20405.10638,11282.92683,11009.03226
9978,3/11/2017 7:00,53,72.2,3,0.033,0.148,21030.12766,11615.85366,10852.25806
9979,3/11/2017 7:10,52,71.3,3,0.15,0.208,21520.34043,11850.0,11119.35484
9980,3/11/2017 7:20,51,74.1,3,1.233,1.153,21655.14894,11978.04878,11392.25806
9981,3/11/2017 7:30,51,75.8,3,4.194,3.856,21888.0,12117.07317,11456.12903
9982,3/11/2017 7:40,51,77.0,3,9.47,8.6,22280.17021,12354.87805,11258.70968
9983,3/11/2017 7:50,51,77.7,3,33.18,31.4,22525.2766,12457.31707,11218.06452
9984,3/11/2017 8:00,50,78.1,3,64.29,62.04,23444.42553,12760.97561,11444.51613
9985,3/11/2017 8:10,50,78.3,3,93.0,90.7,24265.53191,13306.09756,11763.87097
9986,3/11/2017 8:20,50,78.4,3,124.0,121.3,24768.0,14030.4878,12019.35484
9987,3/11/2017 8:30,51,78.4,3,156.0,150.8,25123.40426,14469.5122,12373.54839
9988,3/11/2017 8:40,51,78.0,3,189.6,172.9,25454.29787,14593.90244,12750.96774
9989,3/11/2017 8:50,51,77.4,3,223.4,161.8,26422.46809,15197.56098,13261.93548
9990,3/11/2017 9:00,51,77.0,3,255.8,102.3,27121.02128,16046.34146,13680.0
9991,3/11/2017 9:10,53,76.5,3,289.6,58.93,27513.19149,16573.17073,13987.74194
9992,3/11/2017 9:20,54,74.6,3,324.3,45.83,28236.25532,16818.29268,14400.0
9993,3/11/2017 9:30,54,73.4,3,357.3,42.3,28800.0,17264.63415,14713.54839
9994,3/11/2017 9:40,56,70.9,3,390.2,41.29,29376.0,17762.19512,15038.70968
9995,3/11/2017 9:50,58,68.69,3,425.0,41.79,29780.42553,18175.60976,15183.87097
9996,3/11/2017 10:00,59,65.59,3,458.0,42.39,30258.38298,18651.21951,15619.35484
9997,3/11/2017 10:10,60,62.82,3,488.6,43.0,30883.40426,19137.80488,15758.70968
9998,3/11/2017 10:20,62,61.58,3,516.1,43.27,31410.38298,19397.56098,16089.67742
9999,3/11/2017 10:30,63,58.51,3,542.5,44.19,31814.80851,19690.2439,16345.16129
10000,3/11/2017 10:40,63,59.75,3,568.2,45.39,32501.10638,19946.34146,16554.19355
10001,3/11/2017 10:50,63,63.35,3,591.4,46.16,32464.34043,20096.34146,16623.87097
10002,3/11/2017 11:00,64,63.72,3,615.0,46.48,32194.7234,20056.09756,16652.90323
10003,3/11/2017 11:10,64,62.92,3,637.0,45.91,33003.57447,20326.82927,16856.12903
10004,3/11/2017 11:20,64,61.65,3,657.4,45.44,32721.70213,20129.26829,16867.74194
10005,3/11/2017 11:30,65,60.15,3,676.7,44.81,32206.97872,20378.04878,17076.77419
10006,3/11/2017 11:40,66,59.85,3,691.9,45.33,32476.59574,20707.31707,17332.25806
10007,3/11/2017 11:50,66,59.71,3,706.0,45.61,32464.34043,20656.09756,17680.64516
10008,3/11/2017 12:00,67,59.31,3,718.0,46.97,32243.74468,20451.21951,17773.54839
10009,3/11/2017 12:10,68,58.58,3,727.0,48.35,32672.68085,20732.92683,17756.12903
10010,3/11/2017 12:20,69,56.24,3,736.0,48.11,32905.53191,20882.92683,17657.41935
10011,3/11/2017 12:30,69,50.73,3,743.0,48.87,32954.55319,20806.09756,18011.6129
10012,3/11/2017 12:40,69,47.56,3,750.0,49.21,33187.40426,20780.4878,18168.3871
10013,3/11/2017 12:50,69,47.13,3,757.0,50.1,32905.53191,20956.09756,18162.58065
10014,3/11/2017 13:00,69,48.83,3,753.0,52.85,33947.23404,20996.34146,18243.87097
10015,3/11/2017 13:10,69,48.66,3,754.0,54.22,34658.04255,20564.63415,18209.03226
10016,3/11/2017 13:20,69,49.77,3,759.0,53.87,34854.12766,20418.29268,18191.6129
10017,3/11/2017 13:30,69,51.44,3,755.0,54.95,35111.48936,20341.46341,18133.54839
10018,3/11/2017 13:40,69,51.7,3,753.0,54.67,34927.65957,20045.12195,18168.3871
10019,3/11/2017 13:50,70,48.66,3,741.0,54.64,34915.40426,20096.34146,18174.19355
10020,3/11/2017 14:00,70,46.56,3,737.0,55.54,34952.17021,20206.09756,18098.70968
10021,3/11/2017 14:10,70,46.3,3,734.0,55.21,34584.51064,19876.82927,17965.16129
10022,3/11/2017 14:20,70,45.93,3,726.0,56.67,34241.3617,19814.63415,18040.64516
10023,3/11/2017 14:30,70,47.03,3,715.0,57.0,34180.08511,19664.63415,18081.29032
10024,3/11/2017 14:40,70,47.5,3,700.0,58.33,33787.91489,19635.36585,18005.80645
10025,3/11/2017 14:50,71,47.93,3,681.0,58.64,33738.89362,19543.90244,17854.83871
10026,3/11/2017 15:00,70,47.86,3,668.7,57.18,33628.59574,19587.80488,17802.58065
10027,3/11/2017 15:10,71,45.46,3,653.5,57.29,33077.10638,19832.92683,17738.70968
10028,3/11/2017 15:20,71,46.03,3,632.7,58.18,32635.91489,19635.36585,17698.06452
10029,3/11/2017 15:30,71,46.13,3,615.0,63.07,32256.0,19408.53659,17552.90323
10030,3/11/2017 15:40,71,47.2,3,592.7,88.9,32084.42553,19485.36585,17436.77419
10031,3/11/2017 15:50,70,50.2,3,566.4,148.9,31937.3617,19302.43902,17448.3871
10032,3/11/2017 16:00,70,50.5,3,538.9,292.6,31876.08511,19328.04878,17628.3871
10033,3/11/2017 16:10,70,52.94,3,511.1,442.2,31716.76596,18841.46341,17576.12903
10034,3/11/2017 16:20,69,55.84,3,486.2,287.5,31790.29787,18706.09756,17343.87097
10035,3/11/2017 16:30,69,58.28,3,447.9,83.5,31765.78723,18358.53659,17221.93548
10036,3/11/2017 16:40,68,58.95,3,370.9,81.0,31778.04255,18391.46341,17250.96774
10037,3/11/2017 16:50,67,60.15,3,389.3,102.7,31447.14894,18354.87805,17181.29032
10038,3/11/2017 17:00,67,60.58,3,358.3,191.5,30662.80851,17798.78049,16989.67742
10039,3/11/2017 17:10,67,61.01,3,303.4,276.8,30454.46809,17696.34146,16832.90323
10040,3/11/2017 17:20,66,61.48,3,273.2,284.2,30944.68085,17850.0,17018.70968
10041,3/11/2017 17:30,66,62.18,3,247.7,263.8,31189.78723,17758.53659,17262.58065
10042,3/11/2017 17:40,66,62.75,3,230.5,250.1,31680.0,17970.73171,17430.96774
10043,3/11/2017 17:50,65,63.12,3,205.4,225.2,32464.34043,18475.60976,17790.96774
10044,3/11/2017 18:00,65,63.21,3,177.0,195.0,32954.55319,19097.56098,18731.6129
10045,3/11/2017 18:10,65,63.48,3,149.6,165.8,33959.48936,19456.09756,19881.29032
10046,3/11/2017 18:20,65,64.22,3,121.0,134.5,35895.82979,20363.41463,22006.45161
10047,3/11/2017 18:30,64,65.05,3,94.4,104.8,38935.14894,21918.29268,24085.16129
10048,3/11/2017 18:40,64,65.65,3,69.27,76.0,41864.17021,23769.5122,25745.80645
10049,3/11/2017 18:50,64,66.18,3,48.32,52.7,42660.76596,24270.73171,26059.35484
10050,3/11/2017 19:00,63,66.82,3,28.05,29.75,43101.95745,24354.87805,26309.03226
10051,3/11/2017 19:10,63,67.71,3,11.39,10.36,43322.55319,24278.04878,26372.90323
10052,3/11/2017 19:20,62,68.68,3,3.348,3.085,43200.0,24018.29268,26204.51613
10053,3/11/2017 19:30,62,70.2,2,0.831,0.749,43371.57447,24043.90244,26239.35484
10054,3/11/2017 19:40,61,71.0,0,0.15,0.119,43347.06383,24102.43902,26314.83871
10055,3/11/2017 19:50,61,71.6,0,0.022,0.115,43285.78723,24058.53659,26291.6129
10056,3/11/2017 20:00,60,72.7,0,0.033,0.063,43261.2766,24142.68293,26314.83871
10057,3/11/2017 20:10,60,73.5,0,0.033,0.108,43261.2766,24051.21951,26430.96774
10058,3/11/2017 20:20,60,74.4,0,0.033,0.104,43200.0,24171.95122,26518.06452
10059,3/11/2017 20:30,59,75.4,0,0.044,0.126,42771.06383,24479.26829,26471.6129
10060,3/11/2017 20:40,59,76.5,0,0.029,0.167,42611.74468,24343.90244,26233.54839
10061,3/11/2017 20:50,59,77.1,0,0.022,0.171,42673.02128,24248.78049,26227.74194
10062,3/11/2017 21:00,58,77.5,0,0.029,0.1,42415.65957,24113.41463,26163.87097
10063,3/11/2017 21:10,58,78.4,0,0.059,0.111,42097.02128,23908.53659,25902.58065
10064,3/11/2017 21:20,58,79.0,0,0.018,0.111,41704.85106,23941.46341,25600.64516
10065,3/11/2017 21:30,58,79.4,0,0.026,0.119,41030.80851,23546.34146,25165.16129
10066,3/11/2017 21:40,58,79.5,0,0.026,0.193,40479.31915,23242.68293,25008.3871
10067,3/11/2017 21:50,58,79.4,0,0.033,0.111,39780.76596,23315.85366,24694.83871
10068,3/11/2017 22:00,57,80.0,0,0.048,0.122,39290.55319,23151.21951,24526.45161
10069,3/11/2017 22:10,57,80.1,0,0.018,0.174,38971.91489,22785.36585,24346.45161
10070,3/11/2017 22:20,57,79.7,0,0.037,0.122,38481.70213,22496.34146,24090.96774
10071,3/11/2017 22:30,57,79.9,0,0.037,0.104,38028.25532,22243.90244,23719.35484
10072,3/11/2017 22:40,57,79.8,0,0.029,0.145,37390.97872,22013.41463,23324.51613
10073,3/11/2017 22:50,57,80.3,0,0.029,0.137,36704.68085,21786.58537,23237.41935
10074,3/11/2017 23:00,57,80.8,0,0.037,0.126,35675.23404,21285.36585,22772.90323
10075,3/11/2017 23:10,57,81.1,0,0.026,0.13,35013.44681,21106.09756,22465.16129
10076,3/11/2017 23:20,57,80.2,0,0.022,0.141,34400.68085,20707.31707,21925.16129
10077,3/11/2017 23:30,57,79.9,0,0.029,0.115,33849.19149,20330.4878,21716.12903
10078,3/11/2017 23:40,57,80.0,0,0.033,0.1,33101.61702,19745.12195,21274.83871
10079,3/11/2017 23:50,57,80.0,0,0.04,0.141,32452.08511,19082.92683,20717.41935
10080,3/12/2017 0:00,56,80.5,0,0.033,0.156,31091.74468,18647.56098,19805.80645
10081,3/12/2017 0:10,56,81.0,0,0.029,0.13,30086.80851,18164.63415,19230.96774
10082,3/12/2017 0:20,56,81.5,0,0.033,0.152,29486.29787,17568.29268,18905.80645
10083,3/12/2017 0:30,56,81.6,0,0.055,0.119,28885.78723,17315.85366,18447.09677
10084,3/12/2017 0:40,56,81.6,0,0.033,0.119,28248.51064,16935.36585,17953.54839
10085,3/12/2017 0:50,56,81.9,0,0.026,0.122,27574.46809,16496.34146,17698.06452
10086,3/12/2017 1:00,55,81.8,0,0.022,0.115,26961.70213,15691.46341,17471.6129
10087,3/12/2017 1:10,55,82.2,0,0.026,0.1,26287.65957,15654.87805,17082.58065
10088,3/12/2017 1:20,55,82.5,0,0.037,0.126,25821.95745,15223.17073,16745.80645
10089,3/12/2017 1:30,54,82.3,0,0.029,0.171,25515.57447,14615.85366,16606.45161
10090,3/12/2017 1:40,54,82.8,0,0.04,0.104,25160.17021,14454.87805,16565.80645
10091,3/12/2017 1:50,54,83.0,0,0.048,0.115,24866.04255,14451.21951,16426.45161
10092,3/12/2017 2:00,54,83.1,0,0.026,0.137,24412.59574,14187.80488,16130.32258
10093,3/12/2017 2:10,54,82.6,0,0.026,0.111,23971.40426,13810.97561,16043.22581
10094,3/12/2017 2:20,54,82.4,0,0.033,0.145,23726.29787,13704.87805,15886.45161
10095,3/12/2017 2:30,54,82.0,0,0.059,0.126,23419.91489,13682.92683,15822.58065
10096,3/12/2017 2:40,54,81.9,0,0.048,0.126,23260.59574,13503.65854,15776.12903
10097,3/12/2017 2:50,54,81.6,0,0.029,0.111,23076.76596,13339.02439,15642.58065
10098,3/12/2017 3:00,54,81.4,0,0.033,0.141,22819.40426,13236.58537,15509.03226
10099,3/12/2017 3:10,54,81.3,0,0.029,0.152,22745.87234,13295.12195,15503.22581
10100,3/12/2017 3:20,54,81.6,0,0.022,0.152,22500.76596,13075.60976,15468.3871
10101,3/12/2017 3:30,54,81.9,0,0.022,0.189,22414.97872,13093.90244,15346.45161
10102,3/12/2017 3:40,54,81.9,0,0.022,0.122,22451.74468,13181.70732,15172.25806
10103,3/12/2017 3:50,54,81.8,0,0.044,0.13,22365.95745,13156.09756,15253.54839
10104,3/12/2017 4:00,53,81.5,0,0.018,0.115,22341.44681,12892.68293,15276.77419
10105,3/12/2017 4:10,53,82.0,0,0.04,0.141,22316.93617,12962.19512,15224.51613
10106,3/12/2017 4:20,54,80.8,0,0.029,0.141,22414.97872,13050.0,15241.93548
10107,3/12/2017 4:30,53,81.0,0,0.037,0.178,22341.44681,13123.17073,15178.06452
10108,3/12/2017 4:40,53,80.8,0,0.055,0.108,22365.95745,12914.63415,15149.03226
10109,3/12/2017 4:50,53,80.8,0,0.026,0.159,22623.31915,13130.4878,15317.41935
10110,3/12/2017 5:00,53,80.3,0,0.04,0.133,23064.51064,13229.26829,15665.80645
10111,3/12/2017 5:10,53,80.3,0,0.048,0.122,23554.7234,13917.07317,15723.87097
10112,3/12/2017 5:20,53,80.2,0,0.029,0.137,23334.12766,13543.90244,15578.70968
10113,3/12/2017 5:30,53,79.0,0,0.026,0.104,23113.53191,13496.34146,15259.35484
10114,3/12/2017 5:40,53,78.2,0,0.022,0.126,23003.23404,13324.39024,15369.67742
10115,3/12/2017 5:50,52,78.4,0,0.037,0.159,22611.06383,13306.09756,15218.70968
10116,3/12/2017 6:00,52,78.6,0,0.033,0.089,21863.48936,12709.7561,14963.22581
10117,3/12/2017 6:10,53,77.9,0,0.059,0.145,21299.74468,12007.31707,14231.6129
10118,3/12/2017 6:20,53,76.9,0,0.018,0.152,20441.87234,11564.63415,13250.32258
10119,3/12/2017 6:30,53,76.5,0,0.048,0.126,19436.93617,10990.2439,11932.25806
10120,3/12/2017 6:40,53,75.3,0,0.077,0.115,19265.3617,10763.41463,11322.58065
10121,3/12/2017 6:50,53,73.8,0,0.029,0.119,19142.80851,10598.78049,10910.32258
10122,3/12/2017 7:00,53,74.2,0,0.04,0.137,19400.17021,10551.21951,10770.96774
10123,3/12/2017 7:10,53,73.2,0,0.263,0.282,19485.95745,10701.21951,10730.32258
10124,3/12/2017 7:20,53,72.3,0,4.292,3.886,19608.51064,10939.02439,10695.48387
10125,3/12/2017 7:30,53,71.7,0,15.44,13.96,20025.19149,11114.63415,10776.77419
10126,3/12/2017 7:40,53,71.9,0,31.05,28.06,20282.55319,10920.73171,10892.90323
10127,3/12/2017 7:50,53,71.4,0,82.4,77.0,20748.25532,11110.97561,11078.70968
10128,3/12/2017 8:00,53,71.0,0,124.0,116.0,21275.23404,11378.04878,11357.41935
10129,3/12/2017 8:10,53,71.7,0,161.9,151.5,21593.87234,11667.07317,11572.25806
10130,3/12/2017 8:20,53,72.2,0,148.6,132.8,22194.38298,12171.95122,11827.74194
10131,3/12/2017 8:30,53,72.2,0,204.2,148.3,22586.55319,12362.19512,12071.6129
10132,3/12/2017 8:40,54,71.2,0,190.4,116.6,22905.19149,12482.92683,12390.96774
10133,3/12/2017 8:50,54,69.89,0,114.6,85.8,23726.29787,12826.82927,12762.58065
10134,3/12/2017 9:00,54,69.69,0,126.0,80.8,24192.0,13521.95122,13093.54839
10135,3/12/2017 9:10,54,68.49,0,95.0,75.2,25074.38298,14231.70732,13476.77419
10136,3/12/2017 9:20,55,67.19,0,94.1,78.2,25650.38298,14571.95122,13918.06452
10137,3/12/2017 9:30,54,67.99,0,96.6,82.7,26250.89362,14985.36585,14173.54839
10138,3/12/2017 9:40,55,67.96,0,116.8,95.9,26863.65957,15230.4878,14411.6129
10139,3/12/2017 9:50,55,66.46,0,147.3,99.1,27439.65957,15482.92683,14794.83871
10140,3/12/2017 10:00,56,66.42,0,167.9,93.6,28089.19149,15717.07317,15096.77419
10141,3/12/2017 10:10,57,64.95,0,358.7,92.6,28689.70213,16240.2439,15340.64516
10142,3/12/2017 10:20,58,63.68,0,361.7,82.3,29277.95745,16668.29268,15619.35484
10143,3/12/2017 10:30,59,60.81,0,500.9,80.9,29596.59574,16950.0,15874.83871
10144,3/12/2017 10:40,60,58.34,0,545.4,73.1,29694.6383,17001.21951,16170.96774
10145,3/12/2017 10:50,60,58.01,0,582.1,68.3,30172.59574,17414.63415,16380.0
10146,3/12/2017 11:00,60,55.37,0,624.5,65.29,31030.46809,17652.43902,16414.83871
10147,3/12/2017 11:10,61,55.01,0,636.4,62.27,31067.23404,17564.63415,16484.51613
10148,3/12/2017 11:20,61,53.5,0,664.5,58.82,31790.29787,17564.63415,16722.58065
10149,3/12/2017 11:30,62,52.14,0,682.0,58.53,31863.82979,17791.46341,16896.77419
10150,3/12/2017 11:40,62,51.64,0,677.2,59.49,31986.38298,17893.90244,16983.87097
10151,3/12/2017 11:50,63,51.07,0,716.0,56.21,32121.19149,18113.41463,17053.54839
10152,3/12/2017 12:00,63,49.5,0,722.0,57.77,31876.08511,18186.58537,17140.64516
10153,3/12/2017 12:10,64,49.77,0,738.0,58.66,31998.6383,18135.36585,17221.93548
10154,3/12/2017 12:20,64,48.63,0,744.0,59.37,32096.68085,18040.2439,17303.22581
